region,version,rank,code,count,percent
D8,B,17,a2b5,1,1.1904761904761905
D8,B,18,a1b1,1,1.1904761904761905
D8,B,19,a6,1,1.1904761904761905
D8,B,20,a4b4,1,1.1904761904761905
D8,B,21,aNb4,1,1.1904761904761905
D8,B,22,a5bN,1,1.1904761904761905
D8,B,23,a8b5,1,1.1904761904761905
D8,B,24,a2b3,1,1.1904761904761905
D8,B,25,a4b2,1,1.1904761904761905
D8,B,26,a8,1,1.1904761904761905
D8,B,27,a5b3,1,1.1904761904761905
D8,B,28,a7,1,1.1904761904761905
D8,C,1,a4b5,20,37.03703703703704
D8,C,2,a3b5,6,11.11111111111111
D8,C,3,a4b1,4,7.407407407407407
D8,C,4,a5b5,4,7.407407407407407
D8,C,5,a6b5,3,5.555555555555555
D8,C,6,a3b3,2,3.7037037037037037
D8,C,7,a3b4,2,3.7037037037037037
D8,C,8,a7b5,2,3.7037037037037037
D8,C,9,a3b1,2,3.7037037037037037
D8,C,10,a2b5,1,1.8518518518518519
D8,C,11,a4b4,1,1.8518518518518519
D8,C,12,a4b3,1,1.8518518518518519
D8,C,13,a3b2,1,1.8518518518518519
D8,C,14,a1b1,1,1.8518518518518519
D8,C,15,a8b5,1,1.8518518518518519
D8,C,16,a2b3,1,1.8518518518518519
D8,C,17,a4b2,1,1.8518518518518519
D8,C,18,a5b3,1,1.8518518518518519
D9,A,1,a2,39,43.82022471910113
D9,A,2,a4,20,22.471910112359552
D9,A,3,N,12,13.48314606741573
D9,A,4,a3,10,11.235955056179776
D9,A,5,a1,6,6.741573033707865
D9,A,6,P,2,2.247191011235955
D9,B,1,a2,39,52.0
D9,B,2,a4,20,26.666666666666668
D9,B,3,a3,10,13.333333333333334
D9,B,4,a1,6,8.0
D9,C,1,a2,39,52.0
D9,C,2,a4,20,26.666666666666668
D9,C,3,a3,10,13.333333333333334
D9,C,4,a1,6,8.0
